section,Trace,Length,Area,Thickness,
1,Xcal1,4.67624,0,0.056,
1,Xcal2,4.6191,0,0.056,
1,Xcal3,4.59535,0,0.056,
1,Xcal4,4.62968,0,0.056,
1,Xcal5,4.60461,0,0.056,
1,Ycal1,4.66313,0,0.056,
1,Ycal2,4.69912,0,0.056,
1,Ycal3,4.59439,0,0.056,
1,Ycal4,4.56006,0,0.056,
1,Ycal5,4.65845,0,0.056,
2,d001,1.06716,0.0845915,0.056,
2,d001_c01,0.69005,0.0283092,0.056,
2,d001_c02,0.788007,0.0323693,0.056,
2,d001_cfa01,0.214035,0,0.056,
2,d001_cfa02,0.223893,0,0.056,
2,d001_INC,0.104714,0.000150492,0.056,
2,d001_INC,0.104727,0.000150595,0.056,
2,d001_SER,0.394874,0.00482633,0.056,
2,d001_SER,0.191491,0.00259625,0.056,
2,d001_SER,0.177963,0.00221081,0.056,
2,d002,2.78162,0.573468,0.056,
2,d002_c01,1.17263,0.072417,0.056,
2,d002_c02,0.637822,0.02903,0.056,
2,d002_c02_DSV1,0.0654899,5.2182e-05,0.056,
2,d002_c02_DSV2,0.0654899,5.2182e-05,0.056,
2,d002_c04_SV599,0.0775468,7.40992e-05,0.056,
2,d002_c04_SV600,0.0775468,7.40992e-05,0.056,
2,d002_c04_SV601,0.0777219,7.36276e-05,0.056,
2,d002_c04_SV602,0.0775631,7.40634e-05,0.056,
2,d002_c04_SV603,0.0776706,7.39577e-05,0.056,
2,d002_c04_SV604,0.0775858,7.40752e-05,0.056,
2,d002_c04_SV605,0.0775144,7.40756e-05,0.056,
2,d002_c04_SV606,0.0773193,7.3981e-05,0.056,
2,d002_c04_SV607,0.077344,7.3934e-05,0.056,
2,d002_c04_SV608,0.0775858,7.40752e-05,0.056,
2,d002_c04_SV609,0.0775858,7.40752e-05,0.056,
2,d002_c04_SV610,0.0773193,7.3981e-05,0.056,
2,d002_c04_SV611,0.0775858,7.40752e-05,0.056,
2,d002_c04_SV612,0.0775858,7.40752e-05,0.056,
2,d002_c04_SV613,0.0777464,7.37793e-05,0.056,
2,d002_cfa01,0.370817,0,0.056,
2,d002_cfa02,0.187572,0,0.056,
2,d002_DSV1,0.0877864,0.000267585,0.056,
2,d002_DSV2,0.0878028,0.000267645,0.056,
2,d002_DSV3,0.0877864,0.000267585,0.056,
2,d002_INC,0.201402,0.000558265,0.056,
2,d002_INC,0.201402,0.000558265,0.056,
2,d002_mito01,0.890183,0.0558184,0.056,
2,d002_SV107,0.0838409,0.000244073,0.056,
2,d002_SV108,0.0838409,0.000244073,0.056,
2,d002_SV109,0.0838409,0.000244073,0.056,
2,d002_SV110,0.0838409,0.000244073,0.056,
2,d002_SV111,0.0838574,0.00024413,0.056,
2,d002_SV112,0.0838574,0.00024413,0.056,
2,d002_SV113,0.0838574,0.00024413,0.056,
2,d002_SV114,0.0838409,0.000244073,0.056,
2,d002_SV115,0.0838409,0.000244073,0.056,
2,d002_SV116,0.0838409,0.000244073,0.056,
2,d002_SV117,0.0838574,0.00024413,0.056,
2,d002_SV118,0.0838409,0.000244073,0.056,
2,d002_SV119,0.0838409,0.000244073,0.056,
2,d002_SV120,0.0838409,0.000244073,0.056,
2,d002_SV121,0.0838409,0.000244073,0.056,
2,d002_SV122,0.0838409,0.000244073,0.056,
2,d002_SV123,0.0838409,0.000244073,0.056,
2,d002_SV124,0.0838409,0.000244073,0.056,
2,d002_SV125,0.0838409,0.000244073,0.056,
2,d002_SV126,0.0838409,0.000244073,0.056,
2,d002_SV127,0.0838409,0.000244073,0.056,
2,d002_SV128,0.0838574,0.00024413,0.056,
2,d002_SV129,0.0838409,0.000244073,0.056,
2,d002_SV130,0.0838409,0.000244073,0.056,
2,d002_SV131,0.0838409,0.000244073,0.056,
2,d002_SV132,0.0838409,0.000244073,0.056,
2,d002_SV133,0.0838409,0.000244073,0.056,
2,d002_SV134,0.0838409,0.000244073,0.056,
2,d002_SV135,0.0838409,0.000244073,0.056,
2,d002_SV136,0.0838409,0.000244073,0.056,
2,d002_SV137,0.0838409,0.000244073,0.056,
2,d002_SV138,0.0838409,0.000244073,0.056,
2,d002_SV139,0.0838409,0.000244073,0.056,
2,d002_SV140,0.0838409,0.000244073,0.056,
2,d002_SV141,0.0838409,0.000244073,0.056,
2,d002_SV142,0.0838409,0.000244073,0.056,
2,d002_SV143,0.0838409,0.000244073,0.056,
2,d002_SV144,0.0838574,0.000244245,0.056,
2,d002_SV145,0.0838409,0.000244073,0.056,
2,d002_SV146,0.0838409,0.000244073,0.056,
2,d002_SV147,0.0838409,0.000244073,0.056,
2,d002_SV148,0.0838409,0.000244073,0.056,
2,d002_SV149,0.0838574,0.00024413,0.056,
2,d002_SV150,0.0838409,0.000244073,0.056,
2,d002_SV151,0.0838409,0.000244073,0.056,
2,d002_SV152,0.0838574,0.000244245,0.056,
2,d002_SV153,0.0838409,0.000244073,0.056,
2,d002_SV154,0.0838409,0.000244073,0.056,
2,d002_SV155,0.0838409,0.000244073,0.056,
2,d002_SV156,0.0838409,0.000244073,0.056,
2,d002_SV157,0.0838409,0.000244073,0.056,
2,d002_SV158,0.0838409,0.000244073,0.056,
2,d002_SV159,0.0838409,0.000244073,0.056,
2,d002_SV160,0.0838574,0.000244245,0.056,
2,d002_SV161,0.0840218,0.000244705,0.056,
2,d002_SV162,0.0838409,0.000244073,0.056,
2,d002ax01,3.52356,0.37167,0.056,
2,d002ax02,5.13795,1.23655,0.056,
2,d002ax03,3.09117,0.360223,0.056,
2,d002ax03,5.50469,0.419766,0.056,
2,d002ax04,3.00761,0.400465,0.056,
2,d003,7.66426,1.78616,0.056,
2,d003_mito01,0.892071,0.0589854,0.056,
2,d004,1.98867,0.289516,0.056,
2,d004_c01,0.814596,0.0345845,0.056,
2,d004_cfa01,0.243998,0,0.056,
2,d004_INC,0.150374,0.000313191,0.056,
2,d004_mito01,0.872764,0.055582,0.056,
2,d004glycosect,0.0352544,9.33525e-05,0.056,
2,d005,4.37744,1.21618,0.056,
2,d005_c01,1.35513,0.0927879,0.056,
2,d005_c22,0.838594,0.0508663,0.056,
2,d005_cfa01,0.466396,0,0.056,
2,d005_cfa22,0.252338,0,0.056,
2,d005_INC,0.239954,0.00079079,0.056,
2,d005_INC,0.23327,0.000748198,0.056,
2,d005_mito01,1.25519,0.107725,0.056,
2,d005_question,0.480125,0.018212,0.056,
2,d005glycosect,0.0642949,0.000310299,0.056,
2,d006,1.28675,0.122721,0.056,
2,d006_mito01,0.71011,0.0358005,0.056,
2,d007 - falls off edge,1.79609,0.208648,0.056,
2,d008,1.11071,0.083884,0.056,
2,d008_c01,0.889708,0.0504058,0.056,
2,d008_cfa01,0.264789,0,0.056,
2,d008_INC,0.0987105,0.000134154,0.056,
2,d008_mito01,0.555811,0.0225741,0.056,
2,d009,2.90471,0.612942,0.056,
2,d009_c01,1.17617,0.0793371,0.056,
2,d009_c02,0.831358,0.0448451,0.056,
2,d009_cfa01,0.383481,0,0.056,
2,d009_cfa02,0.238981,0,0.056,
2,d009_INC,0.170426,0.000401239,0.056,
2,d009_INC,0.170572,0.000400363,0.056,
2,d009_mito01,1.36806,0.141313,0.056,
2,d009_question,0.447568,0.0150714,0.056,
2,d009glycosect,0.0480966,0.0001736,0.056,
2,d009glycosect,0.0481449,0.00017401,0.056,
2,d009glycosect,0.0481449,0.00017401,0.056,
2,d010,2.11562,0.325196,0.056,
2,d010_c01,1.12283,0.0715272,0.056,
2,d010_c12,0.709375,0.029555,0.056,
2,d010_cfa01,0.291729,0,0.056,
2,d010_cfa12,0.258684,0,0.056,
2,d011,2.27405,0.305395,0.056,
2,d011_c01,1.08723,0.0651033,0.056,
2,d011_c02,0.910809,0.0405967,0.056,
2,d011_cfa01,0.345048,0,0.056,
2,d011_cfa02,0.287269,0,0.056,
2,d011_INC,0.300895,0.00124783,0.056,
2,d011_INC,0.301216,0.00125112,0.056,
2,d011_mito01,0.686695,0.0351258,0.056,
2,d013 - falls off edge,2.49381,0.329065,0.056,
2,d014,2.50435,0.323661,0.056,
2,d014_mito01,0.869856,0.0521314,0.056,
2,d015,2.14408,0.313652,0.056,
2,d015_c01,0.845141,0.0431991,0.056,
2,d015_c02,1.15425,0.0817784,0.056,
2,d015_cfa01,0.173087,0,0.056,
2,d015_cfa02,0.161706,0,0.056,
2,d015_INC,0.133522,0.00024535,0.056,
2,d015_INC,0.133189,0.000243455,0.056,
2,d015glycosect,0.0388945,0.000113554,0.056,
2,d015glycosect,0.0388945,0.000113554,0.056,
2,d015glycosect,0.0386626,0.000112233,0.056,
2,d015glycosect,0.0387788,0.000112892,0.056,
2,d015glycosect,0.0387788,0.000112892,0.056,
2,d015glycosect,0.0386626,0.000112233,0.056,
2,d015glycosect,0.0387788,0.000112892,0.056,
2,d020,2.92851,0.450133,0.056,
2,d020,0.981171,0.0399138,0.056,
2,d020_c01,0.938108,0.0539192,0.056,
2,d020_cfa01,0.264578,0,0.056,
2,d020_INC,0.267268,0.000986359,0.056,
2,d020_mito01,0.976426,0.0606897,0.056,
2,d020_mito02,0.985619,0.0723113,0.056,
2,diameter8,0.318248,0,0.056,
2,diameter8,0.333066,0,0.056,
2,diameter8,0.385597,0,0.056,
3,d001,1.19714,0.10665,0.056,
3,d001_c01,0.679906,0.0286719,0.056,
3,d001_c02,0.787064,0.0332489,0.056,
3,d001_cfa01,0.206762,0,0.056,
3,d001_cfa02,0.272925,0,0.056,
3,d001_INC,0.104645,0.000151349,0.056,
3,d001_INC,0.104714,0.000150492,0.056,
3,d001_SER,0.30962,0.00657884,0.056,
3,d001_SER,0.288332,0.00625683,0.056,
3,d001_SER,0.253262,0.00250575,0.056,
3,d001_SER,0.343962,0.00606592,0.056,
3,d002,2.95157,0.65097,0.056,
3,d002_c01,1.07674,0.0540991,0.056,
3,d002_c02,1.44972,0.102885,0.056,
3,d002_c02_DSV13,0.182598,0.000409696,0.056,
3,d002_c02_DSV14,0.182598,0.000409696,0.056,
3,d002_c04_SV572,0.0782488,7.5034e-05,0.056,
3,d002_c04_SV573,0.0782488,7.5034e-05,0.056,
3,d002_c04_SV574,0.0781775,7.53918e-05,0.056,
3,d002_c04_SV575,0.0782694,7.5034e-05,0.056,
3,d002_c04_SV576,0.0782447,7.56327e-05,0.056,
3,d002_c04_SV577,0.0782694,7.5034e-05,0.056,
3,d002_c04_SV578,0.0783986,7.55157e-05,0.056,
3,d002_c04_SV579,0.0783209,7.55088e-05,0.056,
3,d002_c04_SV580,0.0785736,7.50271e-05,0.056,
3,d002_c04_SV581,0.0785736,7.50271e-05,0.056,
3,d002_c04_SV582,0.0784916,7.51509e-05,0.056,
3,d002_c04_SV583,0.0784916,7.51509e-05,0.056,
3,d002_c04_SV584,0.0783121,7.56327e-05,0.056,
3,d002_c04_SV585,0.0783121,7.56327e-05,0.056,
3,d002_c04_SV586,0.0784863,7.51509e-05,0.056,
3,d002_c04_SV587,0.0780905,7.55123e-05,0.056,
3,d002_c04_SV588,0.0782694,7.5034e-05,0.056,
3,d002_c04_SV589,0.0784863,7.51509e-05,0.056,
3,d002_c04_SV590,0.0780753,7.55123e-05,0.056,
3,d002_c04_SV591,0.0784916,7.51509e-05,0.056,
3,d002_c04_SV592,0.0784852,7.49486e-05,0.056,
3,d002_c04_SV593,0.0783015,7.54889e-05,0.056,
3,d002_c04_SV594,0.0784104,7.53326e-05,0.056,
3,d002_c04_SV595,0.0782567,7.53072e-05,0.056,
3,d002_c04_SV596,0.0785736,7.50271e-05,0.056,
3,d002_c04_SV597,0.0783262,7.54524e-05,0.056,
3,d002_c04_SV598,0.0783262,7.54524e-05,0.056,
3,d002_cfa01,0.334211,0,0.056,
3,d002_cfa02,0.587618,0,0.056,
3,d002_DSV4,0.0886356,0.000272621,0.056,
3,d002_DSV5,0.0886356,0.000272744,0.056,
3,d002_INC,0.201402,0.000558265,0.056,
3,d002_INC,0.201148,0.000557473,0.056,
3,d002_mito01,0.894097,0.0562126,0.056,
3,d002_SV100,0.101777,0.000360458,0.056,
3,d002_SV101,0.101614,0.00035835,0.056,
3,d002_SV102,0.101777,0.000360458,0.056,
3,d002_SV103,0.101597,0.00035828,0.056,
3,d002_SV104,0.101597,0.00035828,0.056,
3,d002_SV105,0.101597,0.00035828,0.056,
3,d002_SV106,0.101614,0.00035835,0.056,
3,d002_SV71,0.101597,0.00035828,0.056,
3,d002_SV72,0.101597,0.00035814,0.056,
3,d002_SV73,0.101597,0.00035828,0.056,
3,d002_SV74,0.101614,0.00035835,0.056,
3,d002_SV75,0.101777,0.000360458,0.056,
3,d002_SV76,0.101597,0.00035828,0.056,
3,d002_SV77,0.101597,0.00035828,0.056,
3,d002_SV78,0.101777,0.000359053,0.056,
3,d002_SV79,0.101614,0.00035835,0.056,
3,d002_SV80,0.101614,0.00035835,0.056,
3,d002_SV81,0.101777,0.000359053,0.056,
3,d002_SV82,0.101614,0.00035835,0.056,
3,d002_SV83,0.101614,0.00035835,0.056,
3,d002_SV84,0.101614,0.00035835,0.056,
3,d002_SV85,0.101597,0.00035828,0.056,
3,d002_SV86,0.101614,0.00035835,0.056,
3,d002_SV87,0.101777,0.000360458,0.056,
3,d002_SV88,0.101614,0.00035835,0.056,
3,d002_SV89,0.101777,0.000359053,0.056,
3,d002_SV90,0.101597,0.00035814,0.056,
3,d002_SV91,0.101597,0.00035814,0.056,
3,d002_SV92,0.10176,0.000358983,0.056,
3,d002_SV93,0.101597,0.00035814,0.056,
3,d002_SV94,0.101614,0.00035835,0.056,
3,d002_SV95,0.101614,0.00035835,0.056,
3,d002_SV96,0.10176,0.000358842,0.056,
3,d002_SV97,0.101777,0.000359053,0.056,
3,d002_SV98,0.101777,0.000359053,0.056,
3,d002_SV99,0.10176,0.000360387,0.056,
3,d002ax01,2.53217,0.265845,0.056,
3,d002ax02,5.15302,1.14193,0.056,
3,d002ax03,3.89323,0.307316,0.056,
3,d002ax03,2.90903,0.301857,0.056,
3,d002ax04,2.74938,0.396868,0.056,
3,d003,7.00659,1.98295,0.056,
3,d003_mito01,1.15126,0.100399,0.056,
3,d003glycosect,0.088981,0.000594321,0.056,
3,d004,2.00708,0.293471,0.056,
3,d004_c01,0.781581,0.0359978,0.056,
3,d004_c02,0.669955,0.0220481,0.056,
3,d004_cfa01,0.281898,0,0.056,
3,d004_cfa02,0.261009,0,0.056,
3,d004_INC,0.150374,0.000313191,0.056,
3,d004_mito01,0.861251,0.0538474,0.056,
3,d004glycosect,0.0353906,9.39538e-05,0.056,
3,d004glycosect,0.0352544,9.33525e-05,0.056,
3,d005,4.39201,1.23546,0.056,
3,d005_c01,1.27725,0.0846008,0.056,
3,d005_c22,0.655731,0.0320162,0.056,
3,d005_cfa01,0.432262,0,0.056,
3,d005_cfa22,0.190997,0,0.056,
3,d005_INC,0.240348,0.000794986,0.056,
3,d005_INC,0.232987,0.000749725,0.056,
3,d005_mito01,1.24558,0.118421,0.056,
3,d006,1.23581,0.112693,0.056,
3,d006_mito01,0.727502,0.0366704,0.056,
3,d006glycosect,0.0469488,0.000165429,0.056,
3,d007 - falls off edge,1.92157,0.247097,0.056,
3,d008,1.17397,0.0970466,0.056,
3,d008_c01,0.814186,0.0366517,0.056,
3,d008_cfa01,0.173273,0,0.056,
3,d008_INC,0.0988794,0.000134046,0.056,
3,d008_mito01,0.616391,0.0280574,0.056,
3,d009,2.89162,0.593075,0.056,
3,d009_c01,0.907832,0.0435285,0.056,
3,d009_c02,0.86159,0.0448503,0.056,
3,d009_cfa01,0.29163,0,0.056,
3,d009_cfa02,0.234062,0,0.056,
3,d009_INC,0.170572,0.000400363,0.056,
3,d009_INC,0.170572,0.000400363,0.056,
3,d009_mito01,1.29762,0.128092,0.056,
3,d009_question,0.91611,0.0663561,0.056,
3,d009glycosect,0.0480966,0.0001736,0.056,
3,d010,1.98798,0.290237,0.056,
3,d010_c01,1.12177,0.0545537,0.056,
3,d010_c12,0.459821,0.0148127,0.056,
3,d010_cfa01,0.345869,0,0.056,
3,d010_cfa12,0.137244,0,0.056,
3,d011,1.94234,0.259903,0.056,
3,d011_c01,0.895287,0.0431215,0.056,
3,d011_c02,0.901901,0.0400732,0.056,
3,d011_cfa01,0.370553,0,0.056,
3,d011_cfa02,0.286303,0,0.056,
3,d011_INC,0.219692,0.000665585,0.056,
3,d011_INC,0.219788,0.000663902,0.056,
3,d011_mito01,0.702751,0.0350564,0.056,
3,d013 - falls off edge,2.21423,0.309693,0.056,
3,d014,2.31182,0.311947,0.056,
3,d014_mito01,0.816536,0.0470716,0.056,
3,d014glycosect,0.0579448,0.000252032,0.056,
3,d014glycosect,0.0579448,0.000252032,0.056,
3,d014glycosect,0.0579448,0.000252032,0.056,
3,d015,2.02651,0.276962,0.056,
3,d015_c01,0.691853,0.0269571,0.056,
3,d015_c02,1.03774,0.0632645,0.056,
3,d015_cfa01,0.163864,0,0.056,
3,d015_cfa02,0.220908,0,0.056,
3,d015_INC,0.133251,0.00024462,0.056,
3,d015_INC,0.133251,0.00024462,0.056,
3,d015glycosect,0.0304444,6.95836e-05,0.056,
3,d020,3.09713,0.47023,0.056,
3,d020,1.02128,0.0507211,0.056,
3,d020_c01,1.15016,0.0810581,0.056,
3,d020_c02,0.786693,0.0363018,0.056,
3,d020_cfa01,0.371537,0,0.056,
3,d020_cfa02,0.268683,0,0.056,
3,d020_INC,0.267031,0.000980522,0.056,
3,d020_mito01,1.08899,0.0754994,0.056,
3,d020_mito02,1.06258,0.0844316,0.056,
4,d001,1.24616,0.119184,0.056,
4,d001_c01,0.615117,0.021395,0.056,
4,d001_c02,0.90236,0.0404313,0.056,
4,d001_cfa01,0.184164,0,0.056,
4,d001_cfa02,0.307708,0,0.056,
4,d001_INC,0.104312,0.000149864,0.056,
4,d001_INC,0.104312,0.000149864,0.056,
4,d001_SER,0.294232,0.00523208,0.056,
4,d001_SER,0.238607,0.00354459,0.056,
4,d001_SER,0.191619,0.00197726,0.056,
4,d001_SER,0.224422,0.00238493,0.056,
4,d001_SER,0.0922042,0.000413219,0.056,
4,d001_SER,0.367288,0.00477647,0.056,
4,d002,3.55635,0.900222,0.056,
4,d002_c01,1.06278,0.0534853,0.056,
4,d002_c02,2.01484,0.174819,0.056,
4,d002_c02_DSV11,0.179593,0.000395528,0.056,
4,d002_c02_DSV12,0.179843,0.00039569,0.056,
4,d002_c02_DSV3,0.0785779,7.58035e-05,0.056,
4,d002_c04_SV542,0.0769619,7.3197e-05,0.056,
4,d002_c04_SV543,0.0769619,7.3197e-05,0.056,
4,d002_c04_SV544,0.0765799,7.29639e-05,0.056,
4,d002_c04_SV545,0.0768058,7.30805e-05,0.056,
4,d002_c04_SV546,0.0771157,7.30838e-05,0.056,
4,d002_c04_SV547,0.0768918,7.29639e-05,0.056,
4,d002_c04_SV548,0.0772057,7.27308e-05,0.056,
4,d002_c04_SV549,0.0771159,7.30838e-05,0.056,
4,d002_c04_SV550,0.0772905,7.26109e-05,0.056,
4,d002_c04_SV551,0.0768072,7.30805e-05,0.056,
4,d002_c04_SV552,0.0771996,7.29706e-05,0.056,
4,d002_c04_SV553,0.0768058,7.30805e-05,0.056,
4,d002_c04_SV554,0.0773799,7.22712e-05,0.056,
4,d002_c04_SV555,0.0769789,7.26176e-05,0.056,
4,d002_c04_SV556,0.0772062,7.27308e-05,0.056,
4,d002_c04_SV557,0.0771811,7.25813e-05,0.056,
4,d002_c04_SV558,0.0771078,7.28946e-05,0.056,
4,d002_c04_SV559,0.0771973,7.2547e-05,0.056,
4,d002_c04_SV560,0.0771072,7.29413e-05,0.056,
4,d002_c04_SV561,0.0770464,7.30225e-05,0.056,
4,d002_c04_SV562,0.0771304,7.29066e-05,0.056,
4,d002_c04_SV563,0.0770321,7.29995e-05,0.056,
4,d002_c04_SV564,0.07722,7.25583e-05,0.056,
4,d002_c04_SV565,0.0771973,7.2547e-05,0.056,
4,d002_c04_SV566,0.0771967,7.25929e-05,0.056,
4,d002_c04_SV567,0.0771811,7.25813e-05,0.056,
4,d002_c04_SV568,0.0769808,7.26176e-05,0.056,
4,d002_c04_SV569,0.0767345,7.30805e-05,0.056,
4,d002_c04_SV570,0.0768058,7.30805e-05,0.056,
4,d002_c04_SV571,0.077306,7.26226e-05,0.056,
4,d002_cfa01,0.307401,0,0.056,
4,d002_cfa02,0.812241,0,0.056,
4,d002_DSV10,0.0871994,0.000263842,0.056,
4,d002_DSV6,0.0871994,0.000263842,0.056,
4,d002_DSV7,0.0873624,0.000265739,0.056,
4,d002_DSV8,0.087183,0.000263782,0.056,
4,d002_DSV9,0.0871994,0.00026396,0.056,
4,d002_INC,0.201428,0.000558419,0.056,
4,d002_INC,0.201141,0.000557341,0.056,
4,d002_mito01,1.15488,0.0846546,0.056,
4,d002_SV44,0.0999667,0.00034681,0.056,
4,d002_SV45,0.0999504,0.000346606,0.056,
4,d002_SV46,0.0999667,0.00034681,0.056,
4,d002_SV47,0.10013,0.00034885,0.056,
4,d002_SV48,0.0999667,0.00034681,0.056,
4,d002_SV49,0.0999667,0.00034681,0.056,
4,d002_SV50,0.0999504,0.000346742,0.056,
4,d002_SV51,0.0999504,0.000346742,0.056,
4,d002_SV52,0.10013,0.00034885,0.056,
4,d002_SV53,0.10013,0.00034749,0.056,
4,d002_SV54,0.0999667,0.00034681,0.056,
4,d002_SV55,0.0999667,0.00034681,0.056,
4,d002_SV56,0.10013,0.00034749,0.056,
4,d002_SV57,0.0999504,0.000346742,0.056,
4,d002_SV58,0.0999667,0.00034681,0.056,
4,d002_SV59,0.10013,0.00034885,0.056,
4,d002_SV60,0.10013,0.00034749,0.056,
4,d002_SV61,0.0999504,0.000346742,0.056,
4,d002_SV62,0.0999667,0.00034681,0.056,
4,d002_SV63,0.0999667,0.00034681,0.056,
4,d002_SV64,0.10013,0.00034749,0.056,
4,d002_SV65,0.0999667,0.00034681,0.056,
4,d002_SV66,0.0999667,0.00034681,0.056,
4,d002_SV67,0.0999667,0.00034681,0.056,
4,d002_SV68,0.0999667,0.00034681,0.056,
4,d002_SV69,0.0999504,0.000346742,0.056,
4,d002_SV70,0.0999667,0.00034681,0.056,
4,d002ax01,2.17172,0.226323,0.056,
4,d002ax02,6.20536,1.4703,0.056,
4,d002ax03,3.31481,0.231604,0.056,
4,d002ax03,3.33569,0.392592,0.056,
4,d002ax04,3.29774,0.535794,0.056,
4,d002glycosect,0.0509096,0.000194569,0.056,
4,d003,6.85459,2.12978,0.056,
4,d003_mito01,1.23193,0.113232,0.056,
4,d003glycosect,0.0890181,0.000594775,0.056,
4,d004,1.92428,0.271265,0.056,
4,d004_c01,0.763409,0.0301382,0.056,
4,d004_c02,0.763932,0.0319916,0.056,
4,d004_c03,0.578126,0.0186907,0.056,
4,d004_cfa01,0.269726,0,0.056,
4,d004_cfa02,0.254194,0,0.056,
4,d004_cfa03,0.206483,0,0.056,
4,d004_INC,0.150522,0.000310724,0.056,
4,d004_mito01,0.767828,0.0443029,0.056,
4,d004glycosect,0.0353238,9.36565e-05,0.056,
4,d004glycosect,0.0352544,9.33525e-05,0.056,
4,d005,4.27617,1.18249,0.056,
4,d005_c01,1.22393,0.0789724,0.056,
4,d005_c22,0.623217,0.0282077,0.056,
4,d005_cfa01,0.371546,0,0.056,
4,d005_cfa22,0.192139,0,0.056,
4,d005_INC,0.239954,0.00079079,0.056,
4,d005_INC,0.233114,0.000749215,0.056,
4,d005_mito01,1.19954,0.10635,0.056,
4,d005glycosect,0.0650887,0.000318008,0.056,
4,d005glycosect,0.0648566,0.000315795,0.056,
4,d006,1.24205,0.107548,0.056,
4,d006_mito01,0.689326,0.0335922,0.056,
4,d007 - falls off edge,1.94771,0.255102,0.056,
4,d008,1.1196,0.0854306,0.056,
4,d008_INC,0.0989701,0.000134911,0.056,
4,d008_mito01,0.603407,0.0269312,0.056,
4,d009,2.8176,0.559508,0.056,
4,d009_c02,0.948638,0.053698,0.056,
4,d009_cfa02,0.291219,0,0.056,
4,d009_INC,0.170572,0.000400363,0.056,
4,d009_mito01,1.2174,0.109585,0.056,
4,d009glycosect,0.0481449,0.00017401,0.056,
4,d009glycosect,0.0480966,0.0001736,0.056,
4,d009glycosect,0.0481449,0.00017401,0.056,
4,d010,1.83799,0.24434,0.056,
4,d010_c01,1.10523,0.0657981,0.056,
4,d010_cfa01,0.311816,0,0.056,
4,d011,1.71249,0.208421,0.056,
4,d011_c01,0.939585,0.0458544,0.056,
4,d011_c02,0.756338,0.0323359,0.056,
4,d011_cfa01,0.236365,0,0.056,
4,d011_cfa02,0.232844,0,0.056,
4,d011_INC,0.219788,0.000663902,0.056,
4,d011_INC,0.21985,0.000665825,0.056,
4,d011_mito01,0.645953,0.0309151,0.056,
4,d012_INC,1.32281,0.0241169,0.056,
4,d013 - falls off edge,2.24835,0.309476,0.056,
4,d014,2.07427,0.287845,0.056,
4,d014_c01,0.619333,0.0199286,0.056,
4,d014_cfa01,0.190979,0,0.056,
4,d014_mito01,0.84236,0.0492523,0.056,
4,d014glycosect,0.0621946,0.000290381,0.056,
4,d014glycosect,0.0622424,0.000290908,0.056,
4,d014glycosect,0.0621946,0.000290381,0.056,
4,d014glycosect,0.0621465,0.000289851,0.056,
4,d014glycosect,0.0622424,0.000290908,0.056,
4,d014glycosect,0.0621465,0.000289851,0.056,
4,d015,2.1875,0.330176,0.056,
4,d015_c01,0.741646,0.0343271,0.056,
4,d015_c02,1.24812,0.0927816,0.056,
4,d015_cfa01,0.189695,0,0.056,
4,d015_cfa02,0.188222,0,0.056,
4,d015_INC,0.133251,0.00024462,0.056,
4,d015_INC,0.133522,0.00024535,0.056,
4,d020,3.6114,0.484686,0.056,
4,d020_c01,1.13939,0.0738618,0.056,
4,d020_c02,0.799675,0.0411157,0.056,
4,d020_cfa01,0.374591,0,0.056,
4,d020_cfa02,0.265768,0,0.056,
4,d020_INC,0.267405,0.000985194,0.056,
4,d020_mito01,1.05638,0.0729695,0.056,
4,d020_mito02,1.08816,0.0881272,0.056,
5,d001,1.37381,0.142635,0.056,
5,d001_c01,0.546742,0.0180784,0.056,
5,d001_c02,0.922254,0.048632,0.056,
5,d001_cfa01,0.143585,0,0.056,
5,d001_cfa02,0.310225,0,0.056,
5,d001_INC,0.104727,0.000150595,0.056,
5,d001_INC,0.104618,0.000151292,0.056,
5,d001_SER,0.41237,0.00411781,0.056,
5,d001_SER,0.241558,0.00388607,0.056,
5,d001_SER,0.192832,0.00255511,0.056,
5,d001_SER,0.146386,0.00100151,0.056,
5,d001_SER,0.133338,0.00132783,0.056,
5,d001_SER,0.223664,0.00302298,0.056,
5,d001_SER,0.163502,0.00190268,0.056,
5,d001_SER,0.369247,0.00951136,0.056,
5,d002,3.30278,0.804304,0.056,
5,d002_c02,1.91383,0.182716,0.056,
5,d002_c02_DSV10,0.183454,0.00041367,0.056,
5,d002_c02_DSV4,0.0699854,6.06974e-05,0.056,
5,d002_c04_SV485,0.0633113,5.03852e-05,0.056,
5,d002_c04_SV486,0.0641384,4.9503e-05,0.056,
5,d002_c04_SV487,0.0639835,4.94057e-05,0.056,
5,d002_c04_SV488,0.0637396,4.97982e-05,0.056,
5,d002_c04_SV489,0.0636564,4.98955e-05,0.056,
5,d002_c04_SV490,0.0636181,4.99841e-05,0.056,
5,d002_c04_SV491,0.0637768,4.98045e-05,0.056,
5,d002_c04_SV492,0.0636026,4.99743e-05,0.056,
5,d002_c04_SV493,0.0635165,5.00723e-05,0.056,
5,d002_c04_SV494,0.0634921,5.01115e-05,0.056,
5,d002_c04_SV495,0.0637831,4.95822e-05,0.056,
5,d002_c04_SV496,0.0637831,4.95822e-05,0.056,
5,d002_c04_SV497,0.0635699,5.00233e-05,0.056,
5,d002_c04_SV498,0.0638615,4.95822e-05,0.056,
5,d002_c04_SV499,0.0638371,4.96214e-05,0.056,
